"";"Revenue";"Other Revenue, Total";"Total Revenue";"Cost of Revenue, Total";"Gross Profit";"Selling/General/Admin. Expenses, Total";"Research & Development";"Depreciation/Amortization";"Interest Expense(Income) - Net Operating";"Unusual Expense (Income)";"Other Operating Expenses, Total";"Total Operating Expense";"Operating Income";"Interest Income(Expense), Net Non-Operating";"Gain (Loss) on Sale of Assets";"Other, Net";"Income Before Tax";"Income After Tax";"Minority Interest";"Equity In Affiliates";"Net Income Before Extra. Items";"Accounting Change";"Discontinued Operations";"Extraordinary Item";"Net Income";"Preferred Dividends";"Income Available to Common Excl. Extra Items";"Income Available to Common Incl. Extra Items";"Basic Weighted Average Shares";"Basic EPS Excluding Extraordinary Items";"Basic EPS Including Extraordinary Items";"Dilution Adjustment";"Diluted Weighted Average Shares";"Diluted EPS Excluding Extraordinary Items";"Diluted EPS Including Extraordinary Items";"Dividends per Share - Common Stock Primary Issue";"Gross Dividends - Common Stock";"Net Income after Stock Based Comp. Expense";"Basic EPS after Stock Based Comp. Expense";"Diluted EPS after Stock Based Comp. Expense";"Depreciation, Supplemental";"Total Special Items";"Normalized Income Before Taxes";"Effect of Special Items on Income Taxes";"Income Taxes Ex. Impact of Special Items";"Normalized Income After Taxes";"Normalized Income Avail to Common";"Basic Normalized EPS";"Diluted Normalized EPS";"EndPeriod";"StartPeriod";"Company";"YearAvgPrice";"YearAvgPrice1QAfterStartPeriod";"YearAvgPrice2QAfterStartPeriod";"YearAvgPrice3QAfterStartPeriod";"YearAvgPrice4QAfterStartPeriod"
"2014-12-311735";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,91;12,73;NA;NA;12,73;NA;NA;NA;12,73;NA;12,71;12,71;NA;NA;NA;0;33,64;0,38;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,38;2014-12-31;2014-01-01;"WSBF";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311722";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,33;14,71;NA;NA;14,71;NA;NA;NA;14,71;NA;14,67;14,67;NA;NA;NA;NA;34,44;0,43;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,43;2013-12-31;2013-01-01;"WSBF";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311654";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,71;34,91;NA;NA;34,91;NA;NA;NA;34,91;NA;34,8;34,8;NA;NA;NA;NA;34,19;1,02;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02;2012-12-31;NA;"WSBF";NA;NA;NA;NA;NA
"2015-12-311732";0,15;NA;0,15;NA;NA;10,39;9,06;NA;NA;NA;NA;19,45;-19,3;NA;NA;0,06;-19,16;-19,2;NA;NA;-19,2;NA;NA;NA;-19,2;NA;-19,2;-19,2;NA;NA;NA;NA;10,5;-1,83;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,83;2015-12-31;2015-01-01;"WVE";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311736";0;NA;0;NA;NA;3;2,4;NA;NA;NA;NA;5,39;-5,39;NA;NA;0,26;-5,14;-5,23;NA;NA;-5,23;NA;NA;NA;-5,23;NA;-5,23;-5,23;NA;NA;NA;0;20,93;-0,25;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,25;2014-12-31;2014-01-01;"WVE";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311723";0;NA;0;NA;NA;1,65;1,92;NA;NA;NA;NA;3,57;-3,57;NA;NA;0,04;-3,65;-3,32;NA;NA;-3,32;NA;NA;NA;-3,32;NA;-3,32;-3,32;NA;NA;NA;0;20,93;-0,16;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,16;2013-12-31;NA;"WVE";NA;NA;NA;NA;NA
"2014-03-298";2079,3;NA;2079,3;1819,8;259,5;69,04;NA;NA;NA;NA;NA;1888,83;190,47;NA;NA;NA;177,66;115,42;NA;NA;115,42;NA;NA;NA;115,42;NA;115,42;115,42;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2014-03-29;2013-03-31;"WNFM";3,68829365079365;3,80749003984064;3,77191235059761;3,43486055776892;2,93860557768924
"2013-03-309";1803;NA;1803;1636,89;166,11;55,67;NA;NA;NA;NA;NA;1692,56;110,44;NA;NA;NA;97,56;60,77;NA;NA;60,77;NA;NA;NA;60,77;NA;60,77;60,77;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-03-30;2012-04-01;"WNFM";4,24141129032258;3,04068273092369;2,94293172690763;3,31139442231076;3,68829365079365
"2012-03-3111";1553,49;NA;1553,49;1559,2;-5,72;40,59;NA;NA;NA;NA;NA;1599,8;-46,31;NA;NA;NA;-64,03;-38,33;NA;NA;-38,33;NA;NA;NA;-38,33;NA;-38,33;-38,33;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2012-03-31;2011-03-27;"WNFM";11,5597222222222;9,85096296296296;7,84106060606061;6,48940711462451;4,24141129032258
"2011-03-26";1422,18;NA;1422,18;1372,05;50,14;44,71;NA;NA;NA;NA;NA;1416,76;5,42;NA;NA;NA;-4,51;-2,35;NA;NA;-2,35;NA;NA;NA;-2,35;NA;-2,35;-2,35;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-03-26;NA;"WNFM";NA;NA;NA;NA;NA
"2015-12-311733";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,06;1,65;NA;NA;1,65;NA;NA;NA;1,65;NA;1,65;1,65;NA;NA;NA;NA;2,75;0,6;NA;0,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,61;2015-12-31;2015-01-01;"WAYN";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311737";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,47;2,63;NA;NA;2,63;NA;NA;NA;2,63;NA;2,63;2,63;NA;NA;NA;NA;2,78;0,95;NA;0,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,95;2014-12-31;2014-01-01;"WAYN";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311724";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,69;2,06;NA;NA;2,06;NA;NA;NA;2,06;NA;2,06;2,06;NA;NA;NA;NA;2,85;0,72;NA;0,31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,72;2013-12-31;2013-01-01;"WAYN";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311655";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,1;1,72;NA;NA;1,72;NA;NA;NA;1,72;NA;1,72;1,72;NA;NA;NA;0;2,93;0,59;NA;0,27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6;2012-12-31;NA;"WAYN";NA;NA;NA;NA;NA
"2015-12-311734";382,09;NA;382,09;355,52;26,57;18,06;NA;NA;NA;NA;NA;373,58;8,51;NA;NA;NA;8,86;5,83;NA;NA;5,83;NA;NA;NA;5,83;NA;5,83;5,83;NA;NA;NA;NA;4,65;1,25;NA;0,68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,25;2015-12-31;2015-01-01;"WSTG";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311738";340,76;NA;340,76;315,95;24,81;16,51;NA;NA;NA;NA;NA;332,46;8,3;NA;NA;NA;8,76;5,76;NA;NA;5,76;NA;NA;NA;5,76;NA;5,76;5,76;NA;NA;NA;NA;4,7;1,23;NA;0,68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,23;2014-12-31;2014-01-01;"WSTG";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311725";300,39;NA;300,39;276,04;24,36;15,51;NA;NA;NA;NA;NA;291,54;8,85;NA;NA;NA;9,41;6,39;NA;NA;6,39;NA;NA;NA;6,39;NA;6,39;6,39;NA;NA;NA;0;4,53;1,41;NA;0,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,41;2013-12-31;2013-01-01;"WSTG";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311656";297,06;NA;297,06;273,17;23,89;15,38;NA;NA;NA;NA;NA;288,54;8,52;NA;NA;NA;9,09;5,49;NA;NA;5,49;NA;NA;NA;5,49;NA;5,49;5,49;NA;NA;NA;0,02;4,63;1,19;NA;0,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,19;2012-12-31;NA;"WSTG";NA;NA;NA;NA;NA
"2015-08-3114";378,15;NA;378,15;177,97;200,18;131,75;NA;3,04;NA;NA;NA;312,76;65,39;NA;NA;-1,66;63,11;44,81;NA;NA;44,81;NA;NA;NA;44,81;NA;44,54;44,54;NA;NA;NA;NA;14,65;3,04;NA;1,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,04;2015-08-31;2014-09-01;"WDFC";2,65956349206349;2,60821428571429;2,56325396825397;2,48956349206349;2,42287735849057
"2014-08-3116";383;NA;383;184,14;198,85;132,5;NA;2,62;NA;0;NA;319,26;63,74;NA;NA;-0,37;62,96;43,75;NA;NA;43,75;NA;NA;NA;43,75;NA;43,51;43,51;NA;NA;NA;0;15,15;2,87;NA;1,33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,87;2014-08-31;2013-09-01;"WDFC";3,79139442231076;3,55115537848606;3,14808764940239;2,73928571428571;2,65956349206349
"2013-08-3116";368,55;NA;368,55;179,38;189,16;129,19;NA;2,26;NA;1,08;NA;311,91;56,64;NA;NA;0,42;56,87;39,81;NA;NA;39,81;NA;NA;NA;39,81;NA;39,62;39,62;NA;NA;NA;0;15,62;2,54;NA;1,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,58;2013-08-31;2012-09-01;"WDFC";2,92096385542169;3,18553784860558;3,55334661354582;3,78418326693227;3,79139442231076
"2012-08-3115";342,78;NA;342,78;174,3;168,48;114,62;NA;2,13;NA;NA;NA;291,06;51,73;NA;NA;-0,35;50,91;35,48;NA;NA;35,48;NA;NA;NA;35,48;NA;35,33;35,33;NA;NA;NA;NA;16,05;2,2;NA;1,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,2;2012-08-31;NA;"WDFC";NA;NA;NA;NA;NA
"2015-12-311735";543,46;NA;543,46;188,44;355,02;212,09;24,31;56,34;NA;0,56;NA;481,75;61,71;NA;NA;NA;41,7;89,96;NA;NA;89,96;NA;NA;NA;89,96;NA;89,96;89,96;NA;NA;NA;0;52,44;1,72;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,72;2015-12-31;2015-01-01;"WEB";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311739";543,94;NA;543,94;191,78;352,16;207,83;29,68;74,78;NA;4,04;NA;508,11;35,83;NA;NA;NA;9,09;-12,46;NA;NA;-12,46;NA;NA;NA;-12,46;NA;-12,46;-12,46;NA;NA;NA;0;50,92;-0,24;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,19;2014-12-31;2014-01-01;"WEB";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311726";492,31;NA;492,31;171,75;320,57;196,36;32,47;79,84;NA;22,32;NA;502,74;-10,42;NA;NA;NA;-44,34;-65,66;NA;NA;-65,66;NA;NA;NA;-65,66;NA;-65,66;-65,66;NA;NA;NA;0;48,95;-1,34;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,04;2013-12-31;2013-01-01;"WEB";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311657";407,65;NA;407,65;160,33;247,32;167,62;34,26;78,98;NA;44,45;NA;485,63;-77,99;NA;NA;NA;-138,96;-122,22;NA;NA;-122,22;NA;NA;NA;-122,22;NA;-122,22;-122,22;NA;NA;NA;0;46,89;-2,61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,98;2012-12-31;NA;"WEB";NA;NA;NA;NA;NA
"2015-12-311736";636,4;NA;636,4;247,31;389,09;229,6;NA;30,52;NA;2,06;4,1;513,6;122,8;NA;NA;NA;99,87;64,02;NA;NA;64,02;NA;NA;NA;64,02;NA;64,02;64,02;NA;NA;NA;14,11;52,65;1,48;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,51;2015-12-31;2015-01-01;"WBMD";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311740";580,45;NA;580,45;224,09;356,36;230,28;NA;29,81;NA;0;0;484,18;96,27;NA;NA;NA;71,65;40,94;NA;NA;40,94;NA;NA;NA;42,06;NA;40,94;42,06;NA;NA;NA;NA;45,61;0,9;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,9;2014-12-31;2014-01-01;"WBMD";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311727";515,29;NA;515,29;209,74;305,55;221,22;NA;26,61;NA;6,22;0;463,79;51,51;NA;NA;NA;28,76;15,12;NA;NA;15,12;NA;NA;NA;15,12;NA;15,12;15,12;NA;NA;NA;NA;48,4;0,31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,38;2013-12-31;2013-01-01;"WBMD";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311658";469,87;NA;469,87;216,36;253,5;225,28;NA;28,4;NA;9,88;0;479,91;-10,05;NA;NA;0;-25,22;-23,09;NA;NA;-23,09;NA;NA;NA;-20,34;NA;-23,09;-20,34;NA;NA;NA;0;50,86;-0,45;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,33;2012-12-31;NA;"WBMD";NA;NA;NA;NA;NA
"2015-12-311737";477,89;NA;477,89;141,96;335,93;154,98;143,44;NA;NA;0;NA;440,39;37,5;NA;NA;0;36,78;34,19;0,56;NA;34,74;NA;NA;NA;34,74;NA;34,74;34,74;NA;NA;NA;NA;217,92;0,16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,16;2015-12-31;2015-01-01;"WB";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311741";334,17;NA;334,17;83,6;250,57;146,84;125,83;NA;NA;0;NA;356,27;-22,1;NA;NA;-46,97;-64,34;-65,47;0,14;NA;-65,33;NA;NA;NA;-65,33;NA;-65,33;-65,33;NA;NA;NA;NA;186,88;-0,35;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,35;2014-12-31;2014-01-01;"WB";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311728";188,31;NA;188,31;59,89;128,42;86,29;100,74;NA;NA;-3,12;NA;243,81;-55,49;NA;NA;21,06;-40,66;-40,94;1,15;NA;-39,79;NA;NA;NA;-39,79;NA;-39,79;-39,79;NA;NA;NA;NA;146,82;-0,27;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,28;2013-12-31;2013-01-01;"WB";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311659";65,93;NA;65,93;46,43;19,5;46,16;71,19;NA;NA;0;NA;163,77;-97,84;NA;NA;NA;-104,04;-102,49;NA;NA;-102,49;NA;NA;NA;-102,49;NA;-102,49;-102,49;NA;NA;NA;0;203,46;-0,5;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,5;2012-12-31;NA;"WB";NA;NA;NA;NA;NA
"2015-12-311738";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,3;2,65;NA;NA;2,65;NA;NA;NA;2,65;NA;2,65;2,65;NA;NA;NA;NA;2,33;1,14;NA;0,12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14;2015-12-31;2015-01-01;"WEBK";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311742";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,88;1,78;NA;NA;1,78;NA;NA;NA;1,78;NA;1,78;1,78;NA;NA;NA;NA;2,3;0,77;NA;0,07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,77;2014-12-31;2014-01-01;"WEBK";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311729";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,62;2,22;NA;NA;2,22;NA;NA;NA;2,22;NA;2,22;2,22;NA;NA;NA;NA;2,29;0,97;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,99;2013-12-31;2013-01-01;"WEBK";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311660";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,62;1,1;NA;NA;1,1;NA;NA;NA;1,1;NA;1,1;1,1;NA;NA;NA;NA;2,39;0,46;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,46;2012-12-31;NA;"WEBK";NA;NA;NA;NA;NA
"2016-01-0318";1870,3;NA;1870,3;1329,12;541,17;256,55;NA;NA;NA;-19,8;37,25;1603,12;267,18;NA;NA;0,92;234,13;139,98;0;NA;139,98;NA;NA;NA;161,14;NA;139,98;161,14;NA;NA;NA;NA;328,73;0,43;NA;0,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,39;2016-01-03;2014-12-29;"WEN";2,61329411764706;2,5298431372549;2,45765625;2,41807291666667;2,37087301587302
"2014-12-2835";1998,5;NA;1998,5;1508,97;489,53;260,73;NA;NA;NA;-39,99;26,21;1755,91;242,59;NA;NA;0,79;192,54;116,42;0;NA;116,42;NA;NA;NA;121,43;NA;116,42;121,43;NA;NA;NA;NA;376,18;0,31;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,25;2014-12-28;2013-12-30;"WEN";3,43486055776892;2,93860557768924;2,72717131474104;2,61848605577689;2,61265873015873
"2013-12-2935";2423,67;NA;2423,67;1956,32;467,35;291,54;NA;NA;NA;60,09;4,95;2312,9;110,77;NA;NA;-1,84;63,59;47,53;0,85;NA;48,39;NA;NA;NA;45,49;NA;48,39;45,49;NA;NA;NA;NA;398,68;0,12;NA;0,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,23;2013-12-29;2012-12-31;"WEN";3,31139442231076;3,68829365079365;3,80749003984064;3,76840637450199;3,43210317460317
"2012-12-3032";2505,24;NA;2505,24;2028,22;477,02;287,81;NA;NA;NA;137,2;4,33;2457,57;47,67;NA;NA;1,58;-13,12;7,96;-2,38;NA;5,57;NA;NA;NA;7,08;NA;5,57;7,08;NA;NA;NA;NA;392,14;0,01;NA;0,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,24;2012-12-30;NA;"WEN";NA;NA;NA;NA;NA
"2015-12-311739";2093,53;NA;2093,53;394,7;1698,83;1306,15;NA;193,21;NA;NA;-0,98;1893,07;200,46;NA;NA;-0,2;201,16;123,71;NA;NA;123,71;NA;NA;NA;123,71;NA;123,71;123,71;NA;NA;NA;0,36;72,56;1,71;NA;0,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,71;2015-12-31;2015-01-01;"WERN";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311743";2139,29;NA;2139,29;534,5;1604,79;1262,85;NA;176,98;NA;NA;4,87;1979,2;160,09;NA;NA;0,03;161,77;98,65;NA;NA;98,65;NA;NA;NA;98,65;NA;98,65;98,65;NA;NA;NA;0,27;72,74;1,36;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,36;2014-12-31;2014-01-01;"WERN";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311730";2029,18;NA;2029,18;550,96;1478,22;1173,67;NA;173,02;NA;NA;-8,2;1889,46;139,73;NA;NA;0,17;141,71;86,78;NA;NA;86,78;NA;NA;NA;86,78;NA;86,78;86,78;NA;NA;NA;NA;73,43;1,18;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,18;2013-12-31;2013-01-01;"WERN";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311661";2036,39;NA;2036,39;573,92;1462,46;1134,14;NA;166,96;NA;NA;-10,08;1864,94;171,44;NA;NA;0,17;173,17;103,03;NA;NA;103,03;NA;NA;NA;103,03;NA;103,03;103,03;NA;NA;NA;NA;73,45;1,4;NA;0,2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,24;2012-12-31;NA;"WERN";NA;NA;NA;NA;NA
"2015-12-311740";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;109,18;80,76;NA;NA;80,76;NA;NA;NA;80,76;NA;80,76;80,76;NA;NA;NA;NA;37,55;2,15;NA;0,92;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,37;2015-12-31;2015-01-01;"WSBC";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311744";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93,69;69,97;NA;NA;69,97;NA;NA;NA;69,97;NA;69,97;69,97;NA;NA;NA;NA;29,33;2,39;NA;0,88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,42;2014-12-31;2014-01-01;"WSBC";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311731";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84,69;63,92;NA;NA;63,92;NA;NA;NA;63,92;NA;63,92;63,92;NA;NA;NA;NA;29,34;2,18;NA;0,78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,21;2013-12-31;2013-01-01;"WSBC";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311662";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63,13;49,54;NA;NA;49,54;NA;NA;NA;49,54;NA;49,54;49,54;NA;NA;NA;0;26,89;1,84;NA;0,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,96;2012-12-31;NA;"WSBC";NA;NA;NA;NA;NA
"2015-12-311741";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31,44;21,74;NA;NA;21,74;NA;NA;NA;21,74;NA;21,74;21,74;NA;NA;NA;NA;16,1;1,35;NA;0,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,35;2015-12-31;2015-01-01;"WTBA";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311745";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,69;20,04;NA;NA;20,04;NA;NA;NA;20,04;NA;20,04;20,04;NA;NA;NA;NA;16,04;1,25;NA;0,49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,2;2014-12-31;2014-01-01;"WTBA";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311732";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24,21;16,89;NA;NA;16,89;NA;NA;NA;16,89;NA;16,89;16,89;NA;NA;NA;NA;16,63;1,02;NA;0,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02;2013-12-31;2013-01-01;"WTBA";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311663";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,77;16,01;NA;NA;16,01;NA;NA;NA;16,01;NA;16,01;16,01;NA;NA;NA;NA;17,44;0,92;NA;0,36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,92;2012-12-31;NA;"WTBA";NA;NA;NA;NA;NA
"2015-12-311742";2280,26;NA;2280,26;970,69;1309,57;850,02;NA;NA;NA;3,1;NA;1823,81;456,45;NA;NA;-1,41;298,67;190,92;NA;NA;190,92;NA;NA;NA;241,84;NA;190,92;241,84;NA;NA;NA;NA;85,39;2,24;NA;0,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,29;2015-12-31;2015-01-01;"WSTC";2,61218253968254;2,52784860557769;2,4525;2,42068783068783;2,37330708661417
"2014-12-311746";2218,59;NA;2218,59;943,33;1275,26;810,36;NA;NA;NA;3,5;NA;1757,19;461,41;NA;NA;7,03;207,29;134,61;NA;NA;134,61;NA;NA;NA;158,41;NA;134,61;158,41;NA;NA;NA;NA;85,51;1,57;NA;0,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,64;2014-12-31;2014-01-01;"WSTC";3,42297619047619;2,9259126984127;2,72484126984127;2,61353174603175;2,61237154150198
"2013-12-311733";2120,97;NA;2120,97;894,63;1226,34;773,85;NA;NA;NA;1,2;NA;1669,68;451,29;NA;NA;2,21;197,74;123,09;NA;NA;123,09;NA;NA;NA;143,2;NA;123,09;143,2;NA;NA;NA;0;80,32;1,53;NA;0,68;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,58;2013-12-31;2013-01-01;"WSTC";3,31936507936508;3,69553359683794;3,80575396825397;3,75960317460317;3,42446640316206
"2012-12-311664";2042,53;NA;2042,53;845,75;1196,78;751,97;NA;NA;NA;1,7;NA;1599,42;443,1;NA;NA;1,86;178,67;105,21;NA;NA;105,21;NA;NA;NA;125,54;NA;105,21;125,54;NA;NA;NA;0;63,52;1,66;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,9;2012-12-31;NA;"WSTC";NA;NA;NA;NA;NA
